StockCode,product_description,product_total_quantity,product_total_revenue,product_order_count,product_customer_count,product_country_count,product_avg_unit_price,product_first_sold_date,product_last_sold_date
20796,SMALL BLUE PROVENCAL CERAMIC BALL,61,100.65,8,8,2,1.65,2011-03-01 17:32:00,2011-11-10 12:01:00
20798,CLEAR MILKSHAKE GLASS,36,75.6,5,5,1,2.1,2010-12-02 12:28:00,2011-01-25 13:38:00
20801,LARGE PINK GLASS SUNDAE DISH,848,708.16,54,47,4,0.94,2010-12-13 09:09:00,2011-05-25 16:08:00
20802,SMALL GLASS SUNDAE DISH CLEAR,648,730.44,44,40,2,1.47,2010-12-06 08:34:00,2011-11-28 10:31:00
20803,SMALL PINK GLASS SUNDAE DISH,911,383.91,31,26,3,0.52,2010-12-13 15:46:00,2011-05-01 13:45:00
20816,GOLD FLOWER CUSHION COVER,8,15.6,2,1,1,1.95,2011-04-28 13:17:00,2011-04-28 19:53:00
20818,GOLD TEDDY BEAR,12,20.0,2,2,1,2.5,2011-01-28 15:29:00,2011-05-04 13:36:00
20819,SILVER TEDDY BEAR,48,183.71,16,14,3,3.98,2010-12-06 15:13:00,2011-11-30 11:17:00
20820,SILVER LOOKING MIRROR,5,24.75,2,2,1,4.95,2010-12-01 11:21:00,2011-03-01 17:28:00
20821,GOLDIE LOOKING MIRROR,16,79.2,5,5,1,4.95,2011-04-05 13:48:00,2011-11-23 15:53:00
20823,GOLD WINE GOBLET,160,126.4,7,6,1,0.79,2011-04-19 14:49:00,2011-06-09 14:23:00
20826,SILVER APERITIF GLASS,276,128.4,8,7,1,0.82,2010-12-13 15:12:00,2011-05-18 11:08:00
20827,GOLD APERITIF GLASS,88,34.32,2,1,1,0.39,2011-04-19 14:49:00,2011-04-21 12:34:00
20828,GLITTER BUTTERFLY CLIPS,1010,2489.1,177,116,5,2.54,2010-12-02 13:32:00,2011-12-06 16:21:00
20829,GLITTER HANGING BUTTERFLY STRING,1264,2528.39,163,90,3,2.15,2010-12-03 17:20:00,2011-12-06 14:23:00
20830,SILVER PHOTO FRAME,75,157.5,20,19,1,2.1,2010-12-12 10:48:00,2011-10-02 15:33:00
20831,GOLD PHOTO FRAME,169,272.34,24,19,3,1.86,2010-12-12 10:48:00,2011-12-09 10:20:00
20832,RED FLOCK LOVE HEART PHOTO FRAME,1010,517.68,55,47,2,0.58,2010-12-02 12:16:00,2011-12-09 12:25:00
20835,FRENCH LATTICE CUSHION COVER,66,54.78,7,7,1,0.83,2011-05-03 09:05:00,2011-11-10 15:23:00
20836,FRENCH PAISLEY CUSHION COVER,170,141.1,17,14,2,0.83,2011-05-03 10:43:00,2011-11-24 11:52:00
20837,FRENCH FLORAL CUSHION COVER,141,142.47,15,14,3,0.97,2011-02-17 14:51:00,2011-11-20 11:06:00
20838,FRENCH LATTICE CUSHION COVER,330,282.94,33,30,4,0.92,2011-05-03 10:43:00,2011-11-23 16:34:00
20839,FRENCH PAISLEY CUSHION COVER,452,411.84,49,44,4,0.99,2010-12-07 14:41:00,2011-12-07 11:06:00
20840,FRENCH FLORAL CUSHION COVER,464,399.28,43,35,5,0.96,2011-04-27 15:08:00,2011-12-06 17:49:00
20845,ZINC HEART LATTICE 2 WALL PLANTER,19,120.65,11,7,1,6.35,2011-01-18 13:05:00,2011-08-16 13:13:00
20846,ZINC HEART LATTICE T-LIGHT HOLDER,646,784.22,62,50,3,1.26,2010-12-13 15:12:00,2011-12-07 09:22:00
20847,ZINC HEART LATTICE CHARGER LARGE,46,172.5,14,12,3,3.75,2010-12-13 15:12:00,2011-11-25 11:54:00
20848,ZINC HEART LATTICE CHARGER SMALL,21,61.95,8,7,1,2.95,2010-12-13 15:12:00,2011-11-06 14:45:00
20851,ZINC HEART LATTICE TRAY OVAL,9,53.55,7,5,1,5.95,2011-01-30 13:48:00,2011-04-27 16:54:00
20854,BLUE PATCH PURSE PINK HEART,164,252.8,17,16,1,1.64,2010-12-03 14:54:00,2011-02-20 12:01:00
20856,DENIM PATCH PURSE PINK BUTTERFLY,140,231.0,27,26,4,1.65,2010-12-05 11:40:00,2011-08-09 14:18:00
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,32,52.8,8,7,1,1.65,2010-12-07 10:06:00,2011-02-17 13:28:00
20861,GOLD COSMETIC BAG PINK STAR,2,4.2,2,2,1,2.1,2010-12-06 12:55:00,2010-12-10 11:24:00
20866,BLUE ROSE FABRIC MIRROR,408,487.34,37,34,4,1.31,2010-12-01 12:23:00,2011-12-06 12:21:00
20867,PINK ROSE FABRIC MIRROR,187,231.47,25,23,3,1.24,2010-12-01 13:51:00,2011-12-06 12:21:00
20868,SILVER FABRIC MIRROR,381,159.26,31,29,2,0.57,2010-12-10 11:12:00,2011-12-08 19:24:00
20869,GOLD FABRIC MIRROR,139,54.21,17,17,2,0.39,2011-06-15 13:35:00,2011-12-08 19:24:00
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,24,30.0,7,7,1,1.25,2010-12-01 12:23:00,2010-12-05 16:24:00
20886,BOX OF 9 PEBBLE CANDLES,452,851.4,77,56,3,1.95,2010-12-08 15:17:00,2011-11-06 14:50:00
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1,12.75,1,1,1,12.75,2010-12-08 15:17:00,2010-12-08 15:17:00
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,258,566.55,19,16,2,2.48,2010-12-02 10:17:00,2011-12-04 12:13:00
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,25,73.75,9,9,1,2.95,2010-12-02 13:49:00,2011-11-17 12:42:00
20897,VINTAGE NOTEBOOK PARIS DAYS,85,230.35,8,8,2,2.9,2010-12-06 11:10:00,2011-08-05 12:48:00
20898,VINTAGE NOTEBOOK TRAVELOGUE,25,73.75,4,4,1,2.95,2011-01-27 15:51:00,2011-10-23 13:49:00
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,3,19.05,2,2,1,6.35,2011-06-12 14:15:00,2011-11-14 14:39:00
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,33,190.35,6,6,4,6.22,2010-12-01 14:03:00,2011-08-03 11:58:00
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,20,127.0,10,10,2,6.35,2010-12-06 11:10:00,2011-10-23 13:49:00
20906,VINTAGE NOTEBOOK BEAUTY GIRL,3,8.85,2,2,1,2.95,2010-12-08 13:23:00,2011-04-03 15:07:00
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,50.8,3,2,1,6.35,2010-12-03 14:35:00,2010-12-16 11:53:00
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6159,17271.53,764,356,13,2.95,2010-12-01 11:32:00,2011-12-08 15:31:00
20931,BLUE POT PLANT CANDLE,263,794.45,37,35,4,3.11,2010-12-14 13:09:00,2011-12-08 19:28:00
20932,PINK POT PLANT CANDLE,189,516.25,22,22,2,3.01,2010-12-20 15:26:00,2011-12-08 11:15:00
20933,YELLOW POT PLANT CANDLE,23,71.05,9,9,1,3.13,2011-01-05 15:56:00,2011-12-08 11:15:00
20934,SET/3 POT PLANT CANDLES,54,294.3,20,20,3,5.45,2011-01-05 13:57:00,2011-11-04 14:54:00
20935,ROUND CACTUS CANDLE,6,17.7,4,4,1,2.95,2011-09-23 13:48:00,2011-11-16 16:08:00
20936,FORKED CACTUS CANDLE,92,272.98,26,21,2,3.09,2010-12-05 11:12:00,2011-12-09 11:34:00
20941,FROG CANDLE,61,76.25,17,13,1,1.25,2010-12-19 14:16:00,2011-07-06 15:15:00
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,728,913.63,59,51,2,1.29,2010-12-03 09:31:00,2011-12-06 17:23:00
20961,STRAWBERRY BATH SPONGE,1026,1301.86,127,82,8,1.32,2010-12-01 11:21:00,2011-12-08 13:47:00
20963,APPLE BATH SPONGE,1100,1397.99,122,83,8,1.33,2010-12-01 11:21:00,2011-12-08 13:47:00
20964,POLYESTER FILLER PAD 60x40cm,2,5.1,1,1,1,2.55,2011-05-06 11:36:00,2011-05-06 11:36:00
20966,SANDWICH BATH SPONGE,589,698.25,41,28,5,1.25,2010-12-01 11:21:00,2011-05-17 12:38:00
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,256,960.0,75,63,6,3.75,2010-12-02 11:35:00,2011-05-16 09:40:00
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1874,6726.81,257,157,6,3.82,2010-12-02 11:57:00,2011-12-08 12:07:00
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1080,3979.88,230,141,8,3.78,2010-12-02 11:57:00,2011-12-08 13:45:00
20971,PINK BLUE FELT CRAFT TRINKET BOX,10217,11619.39,457,277,13,1.27,2010-12-01 16:11:00,2011-12-08 15:51:00
20972,PINK CREAM FELT CRAFT TRINKET BOX,7106,8617.24,535,312,12,1.27,2010-12-01 12:49:00,2011-12-08 16:29:00
20973,12 PENCIL SMALL TUBE WOODLAND,3998,2545.3,276,191,11,0.67,2010-12-01 12:54:00,2011-12-08 15:09:00
20974,12 PENCILS SMALL TUBE SKULL,6727,4230.55,291,195,9,0.65,2010-12-01 12:54:00,2011-12-09 12:20:00
20975,12 PENCILS SMALL TUBE RED RETROSPOT,6393,4096.65,307,231,11,0.65,2010-12-02 10:17:00,2011-12-08 13:50:00
20977,36 PENCILS TUBE WOODLAND,1595,1969.43,142,111,11,1.25,2010-12-01 12:27:00,2011-10-17 14:23:00
20978,36 PENCILS TUBE SKULLS,1627,2009.43,179,133,8,1.25,2010-12-01 16:57:00,2011-12-08 17:24:00
20979,36 PENCILS TUBE RED RETROSPOT,3518,4227.26,230,164,11,1.24,2010-12-01 12:27:00,2011-12-08 12:50:00
20980,36 PENCILS TUBE POSY,27,33.75,11,10,1,1.25,2010-12-05 13:05:00,2011-08-08 14:53:00
20981,12 PENCILS TALL TUBE WOODLAND,1849,1571.65,208,157,12,0.85,2010-12-02 14:09:00,2011-12-09 08:59:00
20982,12 PENCILS TALL TUBE SKULLS,2014,1705.66,215,158,7,0.85,2010-12-01 11:41:00,2011-12-09 08:59:00
20983,12 PENCILS TALL TUBE RED RETROSPOT,2643,2240.31,234,185,12,0.85,2010-12-02 11:41:00,2011-12-08 09:05:00
20984,12 PENCILS TALL TUBE POSY,3782,1161.18,167,135,11,0.36,2010-12-02 13:32:00,2011-10-17 12:50:00
20985,HEART CALCULATOR,1013,1155.88,87,65,6,1.28,2010-12-05 15:12:00,2011-12-07 08:38:00
20986,BLUE CALCULATOR RULER,459,543.01,58,40,1,1.32,2010-12-02 12:16:00,2011-12-08 13:50:00
20992,JAZZ HEARTS PURSE NOTEBOOK,4339,1845.87,244,162,6,0.46,2010-12-01 11:21:00,2011-12-08 13:50:00
20996,JAZZ HEARTS ADDRESS BOOK,3054,648.12,184,124,3,0.25,2010-12-08 12:08:00,2011-12-08 19:24:00
20997,ROSE DU SUD CUSHION COVER,15,74.25,5,4,2,4.95,2011-06-13 16:33:00,2011-08-31 15:30:00
20998,ROSE DU SUD OVEN GLOVE,119,348.25,28,27,5,2.94,2010-12-03 11:35:00,2011-10-14 13:54:00
21000,ROSE DU SUD COSMETICS BAG,45,191.25,16,16,5,4.25,2010-12-06 17:16:00,2011-11-25 14:02:00
21001,ROSE DU SUD WASHBAG,24,142.8,12,12,4,5.95,2010-12-06 17:16:00,2011-11-07 16:16:00
21002,ROSE DU SUD DRAWSTRING BAG,13,55.25,5,5,4,4.25,2011-01-07 12:28:00,2011-10-23 11:42:00
21003,ROSE DU SUD CUSHION COVER,13,82.55,6,6,2,6.35,2011-01-07 16:32:00,2011-09-07 16:00:00
21011,GLITTER SNOW PEAR TREE DECORATION,18,26.1,2,2,1,1.45,2010-12-05 10:45:00,2010-12-08 15:56:00
21012,ANTIQUE ALL GLASS CANDLESTICK,565,1129.1,80,66,3,2.08,2010-12-07 14:00:00,2011-12-09 12:00:00
21014,SWISS CHALET TREE DECORATION,1233,455.57,66,64,3,0.41,2010-12-01 15:35:00,2011-11-23 13:27:00
21015,DARK BIRD HOUSE TREE DECORATION,1249,377.33,66,59,5,0.32,2011-05-18 11:42:00,2011-12-07 14:39:00
21018,BIRD BOX CHRISTMAS TREE DECORATION,22,18.7,4,4,1,0.85,2010-12-01 15:35:00,2010-12-14 11:01:00
21025,SPACE FROG,100,127.25,16,14,3,1.46,2010-12-02 15:46:00,2011-11-28 15:54:00
21026,SPACE OWL,140,173.62,22,20,3,1.35,2010-12-02 15:46:00,2011-11-30 11:48:00
21027,NINJA RABBIT PINK,99,119.95,17,16,3,1.24,2010-12-12 12:41:00,2011-11-21 12:05:00
21028,NINJA RABBIT BLACK,116,148.29,21,15,1,1.52,2011-01-11 12:11:00,2011-12-05 17:17:00
21030,SPACE CADET RED,111,141.17,21,19,3,1.3,2010-12-02 15:46:00,2011-11-21 12:05:00
21031,SPACE CADET BLACK,39,49.96,10,9,2,1.37,2010-12-02 15:46:00,2011-11-16 12:18:00
21032,SPACE CADET WHITE,64,83.63,15,13,2,1.49,2010-12-02 15:46:00,2011-11-30 11:48:00
21033,JUMBO BAG CHARLIE AND LOLA TOYS,921,1932.67,108,75,5,2.32,2010-12-01 09:37:00,2011-09-08 13:53:00
21034,REX CASH+CARRY JUMBO SHOPPER,1832,1740.4,859,480,6,0.95,2010-12-01 11:49:00,2011-12-08 18:42:00
21035,SET/2 RED RETROSPOT TEA TOWELS,2315,6807.01,219,151,12,3.29,2010-12-01 08:45:00,2011-12-07 13:53:00
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,77,86.75,23,20,1,1.17,2010-12-01 13:21:00,2011-05-04 13:52:00
21039,RED RETROSPOT SHOPPING BAG,510,1284.66,77,57,7,2.71,2010-12-02 18:08:00,2011-12-06 12:56:00
21040,MODERN VINTAGE COTTON SHOPPING BAG,22,29.7,8,8,1,1.67,2010-12-03 15:19:00,2011-03-15 15:37:00
21041,RED RETROSPOT OVEN GLOVE DOUBLE,569,1678.55,138,100,5,2.95,2010-12-01 12:49:00,2011-11-23 14:07:00
21042,RED RETROSPOT APRON,302,1796.9,105,71,8,5.95,2010-12-02 08:52:00,2011-12-06 14:23:00
21043,APRON MODERN VINTAGE COTTON,441,927.95,57,52,2,2.3,2010-12-16 13:02:00,2011-06-01 12:11:00
21051,RIBBONS PURSE,108,228.83,24,23,2,2.18,2010-12-09 13:03:00,2011-12-08 09:47:00
21054,NURSE'S BAG SOFT TOY,68,608.6,27,24,5,8.95,2010-12-03 15:10:00,2011-11-14 12:45:00
21055,TOOL BOX SOFT TOY,144,1350.24,82,63,9,9.51,2010-12-01 14:05:00,2011-12-08 19:57:00
21056,DOCTOR'S BAG SOFT TOY,174,1640.18,66,46,8,9.75,2010-12-01 14:05:00,2011-12-05 17:17:00
21058,PARTY INVITES WOODLAND,1046,853.22,87,68,10,0.86,2010-12-02 10:27:00,2011-12-04 14:15:00
21059,PARTY INVITES DINOSAURS,573,487.05,77,67,8,0.85,2010-12-02 17:12:00,2011-12-06 12:15:00
21060,PARTY INVITES BALLOON GIRL,356,302.6,53,47,4,0.85,2010-12-02 10:27:00,2011-12-04 14:15:00
21061,PARTY INVITES FOOTBALL,412,350.2,52,49,7,0.85,2010-12-01 11:29:00,2011-12-04 14:15:00
21062,PARTY INVITES SPACEMAN,500,425.0,61,55,7,0.85,2010-12-01 11:29:00,2011-12-02 13:20:00
21063,PARTY INVITES JAZZ HEARTS,483,412.11,81,64,5,0.87,2010-12-01 11:29:00,2011-12-05 17:17:00
21064,BOOM BOX SPEAKER BOYS,171,740.15,54,40,5,5.03,2010-12-02 12:16:00,2011-12-08 13:50:00
21065,BOOM BOX SPEAKER GIRLS,485,827.15,40,31,3,4.27,2010-12-01 11:45:00,2011-12-08 15:31:00
21066,VINTAGE RED MUG,687,656.37,41,32,2,1.23,2010-12-15 10:31:00,2011-12-01 11:53:00
21067,VINTAGE RED TEATIME MUG,201,246.88,41,30,2,1.25,2010-12-22 13:46:00,2011-10-04 13:25:00
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1535,1637.71,125,81,7,1.22,2010-12-01 09:02:00,2011-12-08 13:59:00
21069,VINTAGE BILLBOARD TEA MUG,1867,2047.8,51,35,2,1.24,2010-12-02 10:39:00,2011-08-17 15:05:00
21070,VINTAGE BILLBOARD MUG,1032,1058.54,77,51,3,1.33,2010-12-02 10:39:00,2011-12-05 17:17:00
21071,VINTAGE BILLBOARD DRINK ME MUG,845,1020.98,107,72,3,1.23,2010-12-01 09:02:00,2011-10-20 09:04:00
21078,SET/20 STRAWBERRY PAPER NAPKINS,2483,1972.73,201,148,11,0.85,2010-12-03 11:35:00,2011-10-11 15:10:00
21080,SET/20 RED RETROSPOT PAPER NAPKINS,12305,9649.99,732,427,17,0.84,2010-12-01 10:19:00,2011-12-08 14:38:00
21084,SET/6 COLLAGE PAPER CUPS,2199,463.85,103,90,8,0.26,2011-01-07 12:28:00,2011-12-07 12:41:00
21086,SET/6 RED SPOTTY PAPER CUPS,6573,3999.09,285,167,16,0.66,2010-12-01 10:19:00,2011-12-06 14:22:00
21087,SET/6 POSIES PAPER CUPS,126,62.12,10,10,3,0.47,2011-02-24 11:54:00,2011-04-19 14:49:00
21088,SET/6 FRUIT SALAD PAPER CUPS,1576,345.42,74,67,6,0.26,2011-01-07 12:28:00,2011-12-07 16:47:00
21089,SET/6 GREEN SPRING PAPER CUPS,231,45.73,24,23,2,0.23,2010-12-06 12:41:00,2011-08-17 14:25:00
21090,SET/6 COLLAGE PAPER PLATES,1664,704.26,116,98,8,0.46,2010-12-05 12:42:00,2011-12-07 12:41:00
21094,SET/6 RED SPOTTY PAPER PLATES,7351,5496.53,325,179,16,0.83,2010-12-01 09:37:00,2011-12-06 14:22:00
21095,SET/6 POSIES PAPER PLATES,95,80.75,9,9,3,0.85,2011-01-21 11:19:00,2011-06-16 19:59:00
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,479.25,70,63,6,0.45,2011-01-07 12:28:00,2011-11-20 11:56:00
21098,CHRISTMAS TOILET ROLL,3164,3665.05,163,115,6,1.3,2010-12-01 12:49:00,2011-12-08 15:29:00
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,70.95,8,7,1,1.65,2010-12-03 12:24:00,2011-02-27 12:48:00
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,193,530.95,34,30,4,2.9,2010-12-01 12:51:00,2011-11-29 14:38:00
21107,CREAM SLICE FLANNEL PINK SPOT,837,2209.95,62,48,5,2.87,2010-12-01 12:51:00,2011-12-01 11:18:00
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,10070,17291.57,192,160,14,1.4,2010-12-01 11:21:00,2011-12-09 11:26:00
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,836,2129.4,68,54,5,4.17,2010-12-05 13:42:00,2011-12-09 11:26:00
21110,LARGE CAKE TOWEL PINK SPOTS,774,2288.3,78,62,8,5.46,2010-12-05 12:13:00,2011-11-25 11:02:00
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",788,1290.3,50,46,5,2.16,2010-12-01 12:43:00,2011-12-09 11:26:00
21112,SWISS ROLL TOWEL PINK  SPOTS,1245,2551.83,46,37,3,2.59,2010-12-05 10:45:00,2011-11-24 14:40:00
21114,LAVENDER SCENTED FABRIC HEART,1327,1674.03,128,105,8,1.32,2010-12-02 19:18:00,2011-12-04 13:55:00
21115,ROSE CARAVAN DOORSTOP,519,2567.61,129,104,10,5.87,2010-12-01 09:59:00,2011-12-09 10:20:00
21116,OWL DOORSTOP,489,2339.19,117,81,8,4.95,2010-12-01 11:45:00,2011-12-05 17:17:00
21117,BLOND DOLL DOORSTOP,109,141.75,14,11,2,1.64,2011-01-13 15:11:00,2011-11-23 13:46:00
21121,SET/10 RED POLKADOT PARTY CANDLES,6498,7794.18,336,238,16,1.25,2010-12-01 12:22:00,2011-12-09 12:19:00
21122,SET/10 PINK POLKADOT PARTY CANDLES,5251,6346.08,304,214,13,1.25,2010-12-01 11:21:00,2011-12-09 12:16:00
21123,SET/10 IVORY POLKADOT PARTY CANDLES,973,1213.31,97,66,8,1.24,2010-12-01 12:43:00,2011-12-08 18:42:00
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3966,4793.34,227,180,13,1.25,2010-12-01 12:23:00,2011-12-09 12:16:00
21125,SET 6 FOOTBALL CELEBRATION CANDLES,595,743.75,67,59,10,1.25,2010-12-01 11:29:00,2011-12-02 14:26:00
21126,SET OF 6 GIRLS CELEBRATION CANDLES,487,604.19,67,57,9,1.25,2010-12-01 11:29:00,2011-12-02 10:22:00
21128,GOLD FISHING GNOME,47,284.16,16,12,3,6.92,2010-12-09 14:50:00,2011-12-07 15:56:00
21129,SILVER FISHING GNOME,45,332.3,20,13,1,8.28,2011-01-04 15:50:00,2011-11-29 11:48:00
21131,GOLD STANDING GNOME,93,290.25,17,11,2,3.87,2010-12-10 10:49:00,2011-12-06 14:23:00
21132,SILVER STANDING GNOME,35,142.75,16,13,4,3.88,2010-12-09 14:50:00,2011-12-08 15:31:00
21135,VICTORIAN  METAL POSTCARD SPRING,2707,2973.55,162,122,8,1.67,2010-12-01 12:58:00,2011-12-08 10:40:00
21136,PAINTED METAL PEARS ASSORTED,4454,7454.22,352,259,10,1.69,2010-12-01 16:52:00,2011-12-08 13:50:00
21137,BLACK RECORD COVER FRAME,11401,39045.8,313,140,7,3.66,2010-12-01 12:27:00,2011-12-09 12:00:00
21143,ANTIQUE GLASS HEART DECORATION,295,575.25,26,26,1,1.95,2010-12-01 13:54:00,2011-08-22 14:38:00
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,8,8,2,1.25,2010-12-13 15:12:00,2011-11-16 13:25:00
21147,JINGLE BELLS TREE DECORATION,89,200.94,21,11,1,2.28,2010-12-01 15:35:00,2011-12-05 17:17:00
21154,RED RETROSPOT OVEN GLOVE,3186,3750.38,262,175,13,1.29,2010-12-01 12:12:00,2011-12-09 08:48:00
21155,RED RETROSPOT PEG BAG,2458,5874.95,354,205,9,2.52,2010-12-02 14:30:00,2011-12-08 15:54:00
21156,RETROSPOT CHILDRENS APRON,3038,5585.92,292,202,14,2.0,2010-12-01 12:15:00,2011-12-07 15:16:00
21157,RED RETROSPOT WASHBAG,48,100.8,14,12,1,2.1,2010-12-02 18:08:00,2011-10-25 17:31:00
21158,MOODY GIRL DOOR HANGER,1422,684.96,146,103,4,0.62,2010-12-02 11:41:00,2011-12-09 08:48:00
21159,MOODY BOY  DOOR HANGER,1108,542.36,108,73,4,0.69,2010-12-02 11:41:00,2011-12-09 08:48:00
21161,KEEP OUT BOYS DOOR HANGER,130,188.5,34,25,2,1.45,2010-12-02 11:41:00,2011-06-08 12:44:00
21162,TOXIC AREA  DOOR HANGER,1413,695.23,137,98,4,0.61,2010-12-06 11:26:00,2011-12-09 08:48:00
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1171,599.79,110,86,3,0.7,2010-12-02 11:41:00,2011-10-28 12:34:00
21164,HOME SWEET HOME METAL SIGN,1712,4844.72,246,166,12,2.94,2010-12-03 12:43:00,2011-12-08 14:39:00
21165,BEWARE OF THE CAT METAL SIGN,4025,6401.93,359,178,13,1.67,2010-12-03 14:04:00,2011-12-06 12:38:00
21166,COOK WITH WINE METAL SIGN,10169,20232.13,602,287,10,2.04,2010-12-01 09:41:00,2011-12-08 15:31:00
21167,WHITE SAGE INCENSE,1260,264.6,25,20,1,0.21,2010-12-05 16:41:00,2011-12-08 19:24:00
21169,YOU'RE CONFUSING ME METAL SIGN,4270,6743.98,342,191,8,1.67,2010-12-01 09:41:00,2011-12-09 12:00:00
21171,BATHROOM METAL SIGN,424,566.8,60,43,5,1.43,2010-12-07 14:57:00,2011-08-01 17:37:00
21172,PARTY METAL SIGN,3330,4701.02,371,236,8,1.49,2010-12-02 08:52:00,2011-12-08 13:50:00
21174,POTTERING IN THE SHED METAL SIGN,3922,8364.64,371,225,3,2.07,2010-12-02 15:55:00,2011-12-08 12:07:00
21175,GIN + TONIC DIET METAL SIGN,11975,26063.34,692,343,11,2.47,2010-12-01 09:41:00,2011-12-09 08:48:00
21179,NO JUNK MAIL METAL SIGN,1783,1019.59,166,122,5,0.75,2010-12-01 13:21:00,2011-09-12 16:23:00
21181,PLEASE ONE PERSON METAL SIGN,11932,23865.82,694,361,8,2.07,2010-12-01 15:08:00,2011-12-09 08:48:00
21187,WHITE BELL HONEYCOMB PAPER GARLAND,328,522.0,33,30,1,1.64,2010-12-05 13:00:00,2011-07-27 15:09:00
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,294,838.5,33,27,5,2.93,2010-12-14 12:58:00,2011-08-03 10:56:00
21189,WHITE HONEYCOMB PAPER GARLAND,165,272.25,29,27,3,1.65,2010-12-10 11:12:00,2011-12-08 11:38:00
21190,PINK HEARTS PAPER GARLAND,168,245.2,7,6,1,1.59,2010-12-01 12:31:00,2011-11-25 12:20:00
21191,LARGE WHITE HONEYCOMB PAPER BELL,394,788.04,44,38,2,2.08,2010-12-01 15:35:00,2011-12-06 11:33:00
21192,WHITE BELL HONEYCOMB PAPER,924,1390.2,39,32,2,1.62,2010-12-01 12:49:00,2011-11-27 13:26:00
21194,PINK  HONEYCOMB PAPER FAN,436,364.6,41,37,8,0.93,2010-12-15 15:00:00,2011-12-09 11:34:00
21195,PINK  HONEYCOMB PAPER BALL,417,607.86,24,21,6,1.87,2010-12-05 11:57:00,2011-05-17 15:42:00
21196,ROUND WHITE CONFETTI IN TUBE,89,146.85,9,9,5,1.65,2010-12-15 16:32:00,2011-12-07 11:42:00
21197,MULTICOLOUR  CONFETTI IN TUBE,243,322.71,13,13,6,1.52,2010-12-01 12:49:00,2011-12-02 10:22:00
21198,WHITE HEART CONFETTI IN TUBE,963,929.91,50,47,6,1.38,2010-12-20 10:48:00,2011-12-07 11:42:00
21199,PINK  HEART CONFETTI IN TUBE,864,766.56,48,45,7,1.39,2010-12-15 16:32:00,2011-12-02 10:22:00
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,1272.9,39,33,4,1.5,2010-12-14 13:10:00,2011-11-27 13:26:00
21201,TROPICAL  HONEYCOMB PAPER GARLAND,1175,2672.25,72,44,3,2.5,2010-12-08 12:41:00,2011-12-05 09:15:00
21202,DOLLY HONEYCOMB GARLAND,448,403.2,20,20,5,1.45,2010-12-05 16:24:00,2011-11-17 11:02:00
21204,DAISIES  HONEYCOMB GARLAND,419,691.35,51,44,4,1.65,2011-01-05 15:57:00,2011-12-07 12:41:00
21205,MULTICOLOUR 3D BALLS GARLAND,209,532.95,48,43,5,2.55,2010-12-08 12:46:00,2011-12-02 14:30:00
21206,STRAWBERRY HONEYCOMB  GARLAND,1220,1446.6,75,55,6,1.55,2010-12-02 12:50:00,2011-11-23 13:34:00
21207,SKULL AND CROSSBONES  GARLAND,981,1532.25,84,74,10,1.63,2010-12-02 12:47:00,2011-12-02 10:22:00
21208,PASTEL COLOUR HONEYCOMB FAN,873,531.69,56,50,10,0.63,2011-01-11 13:31:00,2011-12-09 11:34:00
21209,MULTICOLOUR HONEYCOMB FAN,1142,669.12,57,48,10,0.68,2010-12-05 12:42:00,2011-12-09 10:51:00
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5677,7943.02,365,244,18,1.46,2010-12-01 11:41:00,2011-12-08 15:54:00
21211,SET OF 72 SKULL PAPER  DOILIES,815,1143.35,66,58,8,1.44,2010-12-02 13:14:00,2011-11-28 13:26:00
21212,PACK OF 72 RETROSPOT CAKE CASES,33670,16381.88,1029,635,20,0.55,2010-12-01 09:37:00,2011-12-08 15:31:00
21213,PACK OF 72 SKULL CAKE CASES,14302,6855.46,499,295,16,0.54,2010-12-01 11:29:00,2011-12-07 16:47:00
