InvoiceNo,CustomerID,Country,OrderDate,OrderMonth,order_line_count,order_unique_products,order_total_quantity,order_total_revenue,order_avg_unit_price
537023,16725,United Kingdom,2010-12-03 16:02:00,2010-12,25,25,64,122.15,3.23
537026,12395,Belgium,2010-12-03 16:35:00,2010-12,12,12,528,346.1,3.12
537030,16455,United Kingdom,2010-12-03 16:44:00,2010-12,13,13,142,246.3,1.89
537031,16455,United Kingdom,2010-12-03 16:45:00,2010-12,6,6,108,135.0,1.25
537034,13081,United Kingdom,2010-12-03 17:20:00,2010-12,73,73,1338,2355.18,2.1
537035,13081,United Kingdom,2010-12-03 17:21:00,2010-12,1,1,8,11.6,1.45
537036,15545,United Kingdom,2010-12-03 17:28:00,2010-12,31,31,75,135.33,2.98
537037,17243,United Kingdom,2010-12-05 10:03:00,2010-12,11,11,92,256.9,3.07
537038,15465,United Kingdom,2010-12-05 10:12:00,2010-12,7,7,125,535.75,6.15
537040,13089,United Kingdom,2010-12-05 10:27:00,2010-12,2,2,192,734.4,6.2
537041,16033,United Kingdom,2010-12-05 10:36:00,2010-12,26,26,52,155.64,3.11
537042,13838,United Kingdom,2010-12-05 10:45:00,2010-12,49,48,80,230.66,3.85
537044,18055,United Kingdom,2010-12-05 10:52:00,2010-12,19,19,93,431.45,6.07
537045,15038,United Kingdom,2010-12-05 10:54:00,2010-12,32,30,43,118.88,3.03
537046,18109,United Kingdom,2010-12-05 10:58:00,2010-12,14,14,55,277.45,4.89
537047,13069,United Kingdom,2010-12-05 11:02:00,2010-12,41,41,181,326.6,1.68
537048,13069,United Kingdom,2010-12-05 11:03:00,2010-12,2,2,2,5.9,2.95
537049,16241,United Kingdom,2010-12-05 11:04:00,2010-12,14,14,97,277.65,3.91
537050,14800,United Kingdom,2010-12-05 11:10:00,2010-12,51,51,437,555.84,1.87
537051,15708,United Kingdom,2010-12-05 11:12:00,2010-12,37,31,121,317.29,3.94
537052,16839,United Kingdom,2010-12-05 11:15:00,2010-12,5,5,232,552.24,3.97
537053,16168,United Kingdom,2010-12-05 11:38:00,2010-12,3,3,124,275.8,4.67
537054,16931,United Kingdom,2010-12-05 11:40:00,2010-12,41,40,82,152.05,1.97
537055,16814,United Kingdom,2010-12-05 11:45:00,2010-12,15,15,107,273.29,3.31
537057,15351,United Kingdom,2010-12-05 11:49:00,2010-12,51,49,129,274.67,2.58
537058,13269,United Kingdom,2010-12-05 11:51:00,2010-12,12,12,197,351.43,3.38
537059,14813,United Kingdom,2010-12-05 11:54:00,2010-12,23,20,58,125.43,2.6
537065,12567,France,2010-12-05 11:57:00,2010-12,63,63,611,1526.92,4.56
537067,14813,United Kingdom,2010-12-05 11:57:00,2010-12,6,6,8,27.45,3.72
537077,17062,United Kingdom,2010-12-05 11:59:00,2010-12,26,26,163,179.64,2.11
537081,15332,Lithuania,2010-12-05 12:00:00,2010-12,25,25,442,1145.06,2.94
537086,15332,Lithuania,2010-12-05 12:01:00,2010-12,8,8,168,438.0,2.81
537090,15332,Lithuania,2010-12-05 12:02:00,2010-12,1,1,12,15.0,1.25
537111,14810,United Kingdom,2010-12-05 12:08:00,2010-12,22,22,83,177.89,2.92
537117,16353,United Kingdom,2010-12-05 12:09:00,2010-12,1,1,48,204.0,4.25
537126,18118,United Kingdom,2010-12-05 12:13:00,2010-12,117,116,211,472.11,2.53
537127,13831,United Kingdom,2010-12-05 12:13:00,2010-12,2,2,160,408.0,2.55
537128,12841,United Kingdom,2010-12-05 12:15:00,2010-12,23,23,135,211.74,2.76
537129,13506,United Kingdom,2010-12-05 12:15:00,2010-12,17,17,232,301.12,2.83
537130,17796,United Kingdom,2010-12-05 12:23:00,2010-12,19,19,28,114.65,4.21
537131,15716,United Kingdom,2010-12-05 12:26:00,2010-12,37,35,429,529.4,2.49
537133,18156,United Kingdom,2010-12-05 12:29:00,2010-12,50,50,68,186.88,2.89
537134,16983,United Kingdom,2010-12-05 12:34:00,2010-12,9,9,107,163.49,2.48
537135,17059,United Kingdom,2010-12-05 12:35:00,2010-12,117,115,471,722.36,2.13
537136,12748,United Kingdom,2010-12-05 12:42:00,2010-12,34,34,147,267.46,2.35
537137,16327,United Kingdom,2010-12-05 12:43:00,2010-12,66,66,392,535.6,1.76
537138,17211,United Kingdom,2010-12-05 12:44:00,2010-12,33,33,204,273.3,2.09
537139,17026,United Kingdom,2010-12-05 12:47:00,2010-12,3,3,25,33.15,4.82
537140,12748,United Kingdom,2010-12-05 12:53:00,2010-12,36,33,51,65.57,1.53
537141,15570,United Kingdom,2010-12-05 12:57:00,2010-12,44,37,165,517.65,4.0
537142,12748,United Kingdom,2010-12-05 12:57:00,2010-12,15,15,16,41.45,2.57
537144,15880,United Kingdom,2010-12-05 13:00:00,2010-12,96,95,202,329.03,2.23
537153,16718,United Kingdom,2010-12-05 13:03:00,2010-12,44,41,407,606.05,2.32
537154,15808,United Kingdom,2010-12-05 13:05:00,2010-12,55,54,327,953.05,3.18
537155,12748,United Kingdom,2010-12-05 13:05:00,2010-12,30,30,63,73.72,1.57
537156,17858,United Kingdom,2010-12-05 13:08:00,2010-12,17,17,75,236.25,5.84
537158,16393,United Kingdom,2010-12-05 13:10:00,2010-12,10,10,86,184.8,2.16
537159,14527,United Kingdom,2010-12-05 13:17:00,2010-12,28,28,60,292.95,5.36
537160,14161,United Kingdom,2010-12-05 13:18:00,2010-12,26,26,128,283.15,2.84
537163,17863,United Kingdom,2010-12-05 13:21:00,2010-12,21,21,276,384.72,1.47
537176,16411,United Kingdom,2010-12-05 13:26:00,2010-12,20,19,69,128.55,2.24
537179,13767,United Kingdom,2010-12-05 13:29:00,2010-12,13,13,284,806.28,3.44
537192,16402,United Kingdom,2010-12-05 13:42:00,2010-12,54,53,102,205.65,2.66
537193,15023,United Kingdom,2010-12-05 13:49:00,2010-12,34,32,226,429.4,3.29
537194,17402,United Kingdom,2010-12-05 13:53:00,2010-12,1,1,80,271.2,3.39
537195,15311,United Kingdom,2010-12-05 13:55:00,2010-12,32,32,298,635.64,3.3
537196,15426,United Kingdom,2010-12-05 13:55:00,2010-12,76,74,149,382.57,2.98
537197,12647,Germany,2010-12-05 14:02:00,2010-12,16,16,79,286.5,6.28
537198,12647,Germany,2010-12-05 14:03:00,2010-12,2,2,11,85.5,12.38
537199,15894,United Kingdom,2010-12-05 14:06:00,2010-12,34,32,111,151.44,2.08
537200,15867,United Kingdom,2010-12-05 14:17:00,2010-12,28,28,46,111.65,2.72
537201,12472,Germany,2010-12-05 14:19:00,2010-12,70,70,972,1631.3,2.4
537202,14506,United Kingdom,2010-12-05 14:25:00,2010-12,45,43,106,257.0,2.86
537204,15555,United Kingdom,2010-12-05 14:45:00,2010-12,32,32,293,198.43,0.82
537205,13034,United Kingdom,2010-12-05 14:52:00,2010-12,11,11,116,165.86,1.68
537206,15235,United Kingdom,2010-12-05 15:02:00,2010-12,4,4,25,85.55,3.99
537207,17402,United Kingdom,2010-12-05 15:06:00,2010-12,23,23,40,188.77,4.56
537208,15889,United Kingdom,2010-12-05 15:12:00,2010-12,59,57,141,272.07,2.88
537209,14606,United Kingdom,2010-12-05 15:12:00,2010-12,42,41,83,192.68,2.85
537210,15953,United Kingdom,2010-12-05 15:15:00,2010-12,15,15,100,207.74,2.56
537211,16143,United Kingdom,2010-12-05 15:18:00,2010-12,16,16,145,355.75,2.97
537212,12720,Germany,2010-12-05 15:21:00,2010-12,30,30,299,473.39,2.68
537213,12748,United Kingdom,2010-12-05 15:26:00,2010-12,6,6,7,8.65,1.3
537214,16422,United Kingdom,2010-12-05 15:35:00,2010-12,13,13,2048,1668.2,1.43
537215,12747,United Kingdom,2010-12-05 15:38:00,2010-12,7,7,108,358.56,3.02
537216,15502,United Kingdom,2010-12-05 15:40:00,2010-12,18,18,240,569.5,3.65
537217,15502,United Kingdom,2010-12-05 15:40:00,2010-12,4,4,16,167.2,10.45
537218,12763,Japan,2010-12-05 15:46:00,2010-12,16,16,196,320.08,1.81
537219,14081,United Kingdom,2010-12-05 15:47:00,2010-12,69,67,252,423.52,3.04
537221,17965,United Kingdom,2010-12-05 15:54:00,2010-12,7,7,14,37.35,3.72
537222,14404,United Kingdom,2010-12-05 16:00:00,2010-12,25,25,56,129.23,3.12
537223,13579,United Kingdom,2010-12-05 16:10:00,2010-12,9,9,46,164.7,4.58
537224,13174,United Kingdom,2010-12-05 16:24:00,2010-12,152,122,674,1369.06,3.21
537225,12748,United Kingdom,2010-12-05 16:41:00,2010-12,63,60,310,491.38,3.09
537226,15987,United Kingdom,2010-12-06 08:34:00,2010-12,9,9,86,113.48,2.58
537227,17677,United Kingdom,2010-12-06 08:42:00,2010-12,20,20,700,922.4,2.64
537228,17677,United Kingdom,2010-12-06 08:43:00,2010-12,1,1,12,25.2,2.1
537229,17677,United Kingdom,2010-12-06 08:44:00,2010-12,1,1,12,17.4,1.45
537231,13652,United Kingdom,2010-12-06 09:21:00,2010-12,18,18,112,308.8,3.9
537233,17428,United Kingdom,2010-12-06 09:37:00,2010-12,9,9,148,353.0,3.24
537235,17381,United Kingdom,2010-12-06 09:45:00,2010-12,5,5,1464,2567.64,2.53
537236,16858,United Kingdom,2010-12-06 09:52:00,2010-12,10,9,91,375.69,5.35
537238,16161,United Kingdom,2010-12-06 10:03:00,2010-12,15,15,88,164.2,2.79
537239,18219,United Kingdom,2010-12-06 10:05:00,2010-12,13,13,67,210.19,4.65
537241,14293,United Kingdom,2010-12-06 10:18:00,2010-12,15,15,172,364.92,2.44
537242,14748,United Kingdom,2010-12-06 10:19:00,2010-12,29,29,282,412.22,2.37
537243,16638,United Kingdom,2010-12-06 10:19:00,2010-12,2,2,24,50.4,2.1
537244,17674,United Kingdom,2010-12-06 10:20:00,2010-12,11,11,349,300.66,0.66
537245,14748,United Kingdom,2010-12-06 10:24:00,2010-12,3,3,48,58.2,1.43
537246,12808,Portugal,2010-12-06 10:27:00,2010-12,7,7,53,129.4,5.73
537247,13094,United Kingdom,2010-12-06 10:34:00,2010-12,3,3,192,223.68,1.2
537248,15899,United Kingdom,2010-12-06 10:36:00,2010-12,4,4,39,56.25,4.12
537249,16955,United Kingdom,2010-12-06 10:38:00,2010-12,1,1,20,33.0,1.65
537250,12708,Germany,2010-12-06 10:43:00,2010-12,14,14,89,196.44,3.45
537254,15898,United Kingdom,2010-12-06 11:01:00,2010-12,57,55,207,377.64,2.92
537255,14443,United Kingdom,2010-12-06 11:03:00,2010-12,20,20,163,303.5,2.51
537256,16210,United Kingdom,2010-12-06 11:06:00,2010-12,11,11,796,2263.8,2.44
537257,17691,United Kingdom,2010-12-06 11:10:00,2010-12,9,9,58,142.5,3.89
537258,17227,United Kingdom,2010-12-06 11:16:00,2010-12,10,10,92,142.25,1.46
537262,15039,United Kingdom,2010-12-06 11:26:00,2010-12,54,54,256,585.41,3.83
537265,15919,United Kingdom,2010-12-06 11:26:00,2010-12,39,38,175,214.08,3.07
537298,13497,United Kingdom,2010-12-06 11:37:00,2010-12,9,9,54,153.5,3.92
537301,15860,United Kingdom,2010-12-06 11:38:00,2010-12,15,14,72,102.66,2.5
537312,14189,United Kingdom,2010-12-06 11:42:00,2010-12,9,9,254,311.24,2.27
537313,15304,United Kingdom,2010-12-06 11:42:00,2010-12,5,5,21,123.15,6.91
537332,14344,United Kingdom,2010-12-06 11:58:00,2010-12,12,12,120,322.8,4.96
537334,16719,United Kingdom,2010-12-06 12:06:00,2010-12,44,44,146,430.73,4.53
537335,15048,United Kingdom,2010-12-06 12:15:00,2010-12,23,23,32,98.7,2.88
537346,15301,United Kingdom,2010-12-06 12:21:00,2010-12,34,34,503,673.37,2.62
537350,14708,United Kingdom,2010-12-06 12:23:00,2010-12,12,12,350,419.06,2.64
537351,16898,United Kingdom,2010-12-06 12:23:00,2010-12,29,29,94,112.08,2.37
537354,12748,United Kingdom,2010-12-06 12:23:00,2010-12,38,38,85,133.07,1.52
537359,14825,United Kingdom,2010-12-06 12:30:00,2010-12,10,10,72,184.1,3.31
537360,18113,United Kingdom,2010-12-06 12:31:00,2010-12,1,1,72,76.32,1.06
537362,17596,United Kingdom,2010-12-06 12:34:00,2010-12,59,56,529,390.97,2.27
537365,15078,United Kingdom,2010-12-06 12:38:00,2010-12,21,21,201,449.95,2.96
537366,14085,United Kingdom,2010-12-06 12:39:00,2010-12,12,12,106,308.05,2.88
537367,15078,United Kingdom,2010-12-06 12:39:00,2010-12,1,1,12,25.2,2.1
537368,14911,EIRE,2010-12-06 12:40:00,2010-12,15,15,135,377.5,6.87
537369,17860,United Kingdom,2010-12-06 12:41:00,2010-12,52,49,93,226.45,2.63
537370,13155,United Kingdom,2010-12-06 12:44:00,2010-12,52,51,168,379.7,2.91
537371,15028,United Kingdom,2010-12-06 12:47:00,2010-12,14,14,119,185.97,2.79
537372,16919,United Kingdom,2010-12-06 12:52:00,2010-12,22,22,73,198.35,3.35
537374,17259,United Kingdom,2010-12-06 12:55:00,2010-12,82,74,256,367.95,2.26
537375,17019,United Kingdom,2010-12-06 12:55:00,2010-12,49,48,223,358.82,2.13
537376,16722,United Kingdom,2010-12-06 12:59:00,2010-12,16,16,278,480.68,2.02
537377,15882,United Kingdom,2010-12-06 13:01:00,2010-12,14,14,116,270.52,2.03
537378,14911,EIRE,2010-12-06 13:06:00,2010-12,20,20,476,784.15,5.27
537380,15882,United Kingdom,2010-12-06 13:12:00,2010-12,2,2,48,100.8,2.1
537381,14667,United Kingdom,2010-12-06 13:13:00,2010-12,24,24,372,511.56,2.91
537382,16710,United Kingdom,2010-12-06 13:13:00,2010-12,54,53,192,370.42,2.25
537384,15984,United Kingdom,2010-12-06 13:21:00,2010-12,5,5,56,122.7,2.27
537385,14487,United Kingdom,2010-12-06 13:22:00,2010-12,13,13,37,125.1,2.97
537386,14911,EIRE,2010-12-06 13:32:00,2010-12,1,1,3,20.85,6.95
537387,13468,United Kingdom,2010-12-06 13:34:00,2010-12,14,14,84,222.18,4.71
537388,17682,United Kingdom,2010-12-06 13:35:00,2010-12,18,18,210,391.5,2.01
537389,17757,United Kingdom,2010-12-06 13:41:00,2010-12,19,19,60,149.0,2.92
537390,16658,United Kingdom,2010-12-06 13:47:00,2010-12,8,8,40,123.24,3.02
537391,16550,United Kingdom,2010-12-06 13:53:00,2010-12,48,48,257,554.66,2.77
537392,17068,United Kingdom,2010-12-06 13:58:00,2010-12,24,24,80,166.15,2.6
537393,13089,United Kingdom,2010-12-06 13:59:00,2010-12,34,34,972,2415.04,3.31
537394,13089,United Kingdom,2010-12-06 14:00:00,2010-12,5,5,54,81.18,1.78
537395,15356,United Kingdom,2010-12-06 14:05:00,2010-12,49,49,75,143.12,2.03
537396,17223,United Kingdom,2010-12-06 14:08:00,2010-12,30,29,64,292.84,5.11
537397,16817,United Kingdom,2010-12-06 14:19:00,2010-12,10,10,164,244.2,1.77
537399,13030,United Kingdom,2010-12-06 14:31:00,2010-12,57,50,174,402.36,3.23
537400,17191,United Kingdom,2010-12-06 14:36:00,2010-12,50,49,261,422.81,2.66
537403,17191,United Kingdom,2010-12-06 14:43:00,2010-12,11,11,21,30.45,1.4
537404,17191,United Kingdom,2010-12-06 14:46:00,2010-12,11,11,38,56.85,3.72
537405,17841,United Kingdom,2010-12-06 14:51:00,2010-12,46,45,132,406.69,4.47
537407,15502,United Kingdom,2010-12-06 14:55:00,2010-12,6,6,34,192.7,7.53
537409,15194,United Kingdom,2010-12-06 15:00:00,2010-12,16,16,247,406.16,2.79
537410,14409,United Kingdom,2010-12-06 15:03:00,2010-12,1,1,72,151.2,2.1
537412,14409,United Kingdom,2010-12-06 15:06:00,2010-12,1,1,96,177.6,1.85
537415,16654,United Kingdom,2010-12-06 15:09:00,2010-12,9,9,63,227.4,5.7
537418,17884,United Kingdom,2010-12-06 15:13:00,2010-12,35,33,65,135.01,2.74
537419,13495,United Kingdom,2010-12-06 15:14:00,2010-12,14,14,209,510.95,2.58
537420,17519,United Kingdom,2010-12-06 15:18:00,2010-12,18,18,184,335.3,3.97
537421,17218,United Kingdom,2010-12-06 15:25:00,2010-12,49,48,129,287.54,2.53
537422,17812,United Kingdom,2010-12-06 15:27:00,2010-12,29,27,127,193.3,2.39
537423,14215,United Kingdom,2010-12-06 15:34:00,2010-12,6,6,104,166.0,2.12
537424,15602,United Kingdom,2010-12-06 15:35:00,2010-12,3,3,57,92.55,3.05
537428,17320,United Kingdom,2010-12-06 15:38:00,2010-12,22,22,210,450.92,3.86
537429,12748,United Kingdom,2010-12-06 15:54:00,2010-12,21,20,119,82.12,0.74
537433,12913,United Kingdom,2010-12-06 16:36:00,2010-12,4,4,146,417.62,3.06
537435,17920,United Kingdom,2010-12-06 16:58:00,2010-12,14,14,82,221.5,3.06
537440,17869,United Kingdom,2010-12-06 17:16:00,2010-12,16,16,67,214.32,5.48
537441,13564,United Kingdom,2010-12-06 17:26:00,2010-12,40,40,255,536.05,3.6
537446,18055,United Kingdom,2010-12-07 09:13:00,2010-12,28,28,201,569.03,3.7
537447,13963,United Kingdom,2010-12-07 09:21:00,2010-12,7,7,54,151.3,3.29
537448,17450,United Kingdom,2010-12-07 09:23:00,2010-12,1,1,6,39.6,6.6
537456,17450,United Kingdom,2010-12-07 09:43:00,2010-12,2,2,780,1989.24,2.57
537457,17511,United Kingdom,2010-12-07 09:51:00,2010-12,19,19,914,1644.94,2.72
537458,17091,United Kingdom,2010-12-07 09:55:00,2010-12,13,13,101,293.45,3.5
537459,17470,United Kingdom,2010-12-07 09:57:00,2010-12,11,11,112,178.4,2.28
537460,17616,United Kingdom,2010-12-07 10:04:00,2010-12,1,1,128,326.4,2.55
537461,15649,United Kingdom,2010-12-07 10:06:00,2010-12,1,1,120,510.0,4.25
537462,17228,United Kingdom,2010-12-07 10:06:00,2010-12,12,12,89,172.65,2.15
537463,12681,France,2010-12-07 10:08:00,2010-12,41,41,585,1033.52,2.66
537464,14907,United Kingdom,2010-12-07 10:14:00,2010-12,28,28,234,618.07,3.36
537465,17735,United Kingdom,2010-12-07 10:32:00,2010-12,22,22,218,454.6,2.41
537467,16059,United Kingdom,2010-12-07 10:36:00,2010-12,18,18,51,118.25,2.4
537468,12567,France,2010-12-07 10:36:00,2010-12,20,20,167,415.46,3.66
537469,17720,United Kingdom,2010-12-07 10:43:00,2010-12,1,1,24,102.0,4.25
537470,15018,United Kingdom,2010-12-07 10:47:00,2010-12,5,5,21,111.25,7.3
537471,14344,United Kingdom,2010-12-07 10:51:00,2010-12,1,1,3,17.85,5.95
537472,12971,United Kingdom,2010-12-07 11:11:00,2010-12,6,6,126,111.54,1.34
537476,15838,United Kingdom,2010-12-07 11:26:00,2010-12,3,3,550,957.5,1.78
537484,14733,United Kingdom,2010-12-07 11:30:00,2010-12,28,28,680,1830.02,4.3
537489,17017,United Kingdom,2010-12-07 11:33:00,2010-12,21,21,396,511.8,1.48
537509,13756,United Kingdom,2010-12-07 11:41:00,2010-12,2,2,288,532.8,1.85
537523,14176,United Kingdom,2010-12-07 11:45:00,2010-12,9,9,61,159.55,3.75
537538,15353,United Kingdom,2010-12-07 11:49:00,2010-12,12,12,131,311.65,4.12
537567,18119,United Kingdom,2010-12-07 11:59:00,2010-12,29,29,124,180.7,2.86
537592,17491,United Kingdom,2010-12-07 12:18:00,2010-12,5,5,268,327.4,1.4
537593,14282,United Kingdom,2010-12-07 12:21:00,2010-12,13,13,300,571.0,2.13
537594,12647,Germany,2010-12-07 12:28:00,2010-12,17,17,155,596.8,6.49
537595,13569,United Kingdom,2010-12-07 12:29:00,2010-12,23,23,43,109.82,3.15
537598,14135,United Kingdom,2010-12-07 12:37:00,2010-12,14,14,80,319.0,4.23
537599,17954,United Kingdom,2010-12-07 12:37:00,2010-12,1,1,2,19.9,9.95
537601,17287,United Kingdom,2010-12-07 12:43:00,2010-12,9,9,62,108.78,3.01
537603,14673,United Kingdom,2010-12-07 12:49:00,2010-12,15,15,213,373.49,2.15
537604,13488,United Kingdom,2010-12-07 13:01:00,2010-12,45,45,516,1381.92,3.43
537605,16221,United Kingdom,2010-12-07 13:13:00,2010-12,12,12,52,166.74,2.99
537606,15002,United Kingdom,2010-12-07 13:16:00,2010-12,31,30,279,631.65,3.03
537607,15965,United Kingdom,2010-12-07 13:18:00,2010-12,16,16,74,156.19,2.5
537608,15024,United Kingdom,2010-12-07 13:20:00,2010-12,47,46,235,444.42,2.91
537609,17675,United Kingdom,2010-12-07 13:22:00,2010-12,12,12,236,617.12,3.27
537612,13769,United Kingdom,2010-12-07 13:28:00,2010-12,10,10,122,322.3,2.83
537614,16904,United Kingdom,2010-12-07 13:29:00,2010-12,30,30,137,322.8,2.77
537615,15898,United Kingdom,2010-12-07 13:30:00,2010-12,5,5,20,139.0,6.95
537616,16904,United Kingdom,2010-12-07 13:30:00,2010-12,1,1,2,15.9,7.95
537617,16086,United Kingdom,2010-12-07 13:45:00,2010-12,8,8,76,177.26,3.34
537618,15061,United Kingdom,2010-12-07 13:50:00,2010-12,16,16,956,2022.16,2.37
537619,13786,United Kingdom,2010-12-07 13:53:00,2010-12,7,7,136,230.4,1.89
537620,13880,United Kingdom,2010-12-07 14:00:00,2010-12,6,6,54,97.8,2.16
537622,13173,United Kingdom,2010-12-07 14:30:00,2010-12,23,23,114,165.94,2.65
537623,15858,United Kingdom,2010-12-07 14:31:00,2010-12,44,44,199,383.93,3.31
537624,12748,United Kingdom,2010-12-07 14:41:00,2010-12,57,53,146,295.11,2.97
537625,15180,United Kingdom,2010-12-07 14:57:00,2010-12,6,6,36,87.5,3.27
537626,12347,Iceland,2010-12-07 14:57:00,2010-12,31,31,319,711.79,2.89
537627,14739,United Kingdom,2010-12-07 14:58:00,2010-12,12,12,476,713.88,1.5
537628,16293,United Kingdom,2010-12-07 15:02:00,2010-12,16,16,189,378.75,3.41
537629,17419,United Kingdom,2010-12-07 15:03:00,2010-12,18,18,191,356.87,3.63
537631,17419,United Kingdom,2010-12-07 15:04:00,2010-12,1,1,12,17.4,1.45
537634,16775,United Kingdom,2010-12-07 15:15:00,2010-12,18,18,62,231.9,4.21
537635,16306,United Kingdom,2010-12-07 15:18:00,2010-12,2,2,30,68.1,2.1
537636,16950,United Kingdom,2010-12-07 15:20:00,2010-12,3,3,32,172.0,7.82
537646,17591,United Kingdom,2010-12-07 15:39:00,2010-12,71,67,124,384.3,3.88
537648,12839,United Kingdom,2010-12-07 15:48:00,2010-12,22,22,271,402.61,1.73
537649,13807,United Kingdom,2010-12-07 15:48:00,2010-12,7,7,36,112.6,5.15
537650,16125,United Kingdom,2010-12-07 15:48:00,2010-12,13,13,124,289.35,3.21
537653,17897,United Kingdom,2010-12-07 15:54:00,2010-12,34,34,80,247.33,4.09
537655,15081,United Kingdom,2010-12-07 16:20:00,2010-12,8,8,57,111.15,3.08
537657,18102,United Kingdom,2010-12-07 16:42:00,2010-12,5,5,2790,9639.12,7.12
537658,18102,United Kingdom,2010-12-07 16:43:00,2010-12,3,3,120,395.76,3.13
537659,18102,United Kingdom,2010-12-07 16:43:00,2010-12,9,9,3689,15885.49,13.21
537664,15024,United Kingdom,2010-12-07 17:05:00,2010-12,1,1,24,46.8,1.95
537665,16365,United Kingdom,2010-12-07 17:19:00,2010-12,6,6,101,139.86,6.53
537667,17870,United Kingdom,2010-12-08 08:12:00,2010-12,1,1,128,326.4,2.55
537668,14821,United Kingdom,2010-12-08 08:43:00,2010-12,2,2,20,48.8,2.53
537669,16863,United Kingdom,2010-12-08 08:58:00,2010-12,9,9,105,164.25,1.56
537670,13078,United Kingdom,2010-12-08 09:07:00,2010-12,10,10,151,514.39,4.16
537671,13267,United Kingdom,2010-12-08 09:20:00,2010-12,15,15,145,328.45,3.57
537672,13050,United Kingdom,2010-12-08 09:30:00,2010-12,18,18,182,328.01,5.18
537673,12709,Germany,2010-12-08 09:49:00,2010-12,7,7,139,522.7,5.77
537674,15628,United Kingdom,2010-12-08 09:51:00,2010-12,19,19,250,319.18,1.47
537676,12386,Australia,2010-12-08 09:53:00,2010-12,8,8,214,258.9,2.73
537678,16779,United Kingdom,2010-12-08 09:56:00,2010-12,9,9,133,356.91,3.45
537680,13599,United Kingdom,2010-12-08 10:11:00,2010-12,13,13,173,253.24,1.73
537681,13329,United Kingdom,2010-12-08 10:11:00,2010-12,7,7,175,304.2,2.62
537682,13599,United Kingdom,2010-12-08 10:13:00,2010-12,4,4,72,99.6,1.45
537683,12921,United Kingdom,2010-12-08 10:14:00,2010-12,20,20,240,365.4,2.46
537685,18077,United Kingdom,2010-12-08 10:21:00,2010-12,19,19,171,204.87,1.58
537686,14744,United Kingdom,2010-12-08 10:21:00,2010-12,3,3,148,225.0,1.52
537688,17406,United Kingdom,2010-12-08 10:35:00,2010-12,19,19,270,702.1,2.67
537689,15750,United Kingdom,2010-12-08 10:36:00,2010-12,17,17,288,301.52,1.95
537690,13983,United Kingdom,2010-12-08 10:38:00,2010-12,15,15,220,329.36,2.64
537691,13842,United Kingdom,2010-12-08 10:39:00,2010-12,20,20,163,310.57,3.28
537692,14796,United Kingdom,2010-12-08 10:40:00,2010-12,50,49,434,671.21,1.76
537693,12441,France,2010-12-08 10:45:00,2010-12,11,11,121,173.55,3.7
537694,14901,United Kingdom,2010-12-08 10:46:00,2010-12,14,14,63,158.25,2.83
537698,13199,United Kingdom,2010-12-08 10:51:00,2010-12,4,4,452,468.68,2.79
537700,18229,United Kingdom,2010-12-08 10:51:00,2010-12,3,3,68,309.0,4.35
537707,14032,United Kingdom,2010-12-08 10:53:00,2010-12,14,14,176,303.86,2.64
